CENTRO,TOTAL CENTRO,TITULACIÓN,TOTAL TITULAC,SEXO,<=18,19,20,21,22,23,24,25,26,27,28,29,30-34,35-39,>=40,TOTAL SEXO
 , ,GRADO EN ODONTOLOGÍA, ,Mujer,35,27,9,7,5,3,2,1,2,2,0,1,4,0,1,99
 , ,LICENCIADO EN ODONTOLOGÍA,318,Hombre,1,0,19,19,18,20,7,3,5,2,1,0,2,5,3,105
 , ,LICENCIADO EN ODONTOLOGÍA, ,Mujer,0,0,47,52,59,24,8,5,3,5,0,0,6,2,2,213
FAC. PSICOLOGIA,2140,DIPLOMADO EN LOGOPEDIA,110,Hombre,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,8
 , ,DIPLOMADO EN LOGOPEDIA, ,Mujer,0,0,26,14,16,10,6,8,7,2,4,2,3,3,1,102
 , ,GRADO EN LOGOPEDIA,117,Hombre,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,6
 , ,GRADO EN LOGOPEDIA, ,Mujer,27,24,13,13,12,4,2,1,1,3,2,1,3,1,4,111
 , ,GRADO EN PSICOLOGÍA,641,Hombre,39,39,34,14,10,8,4,5,3,2,2,0,2,0,8,170
 , ,GRADO EN PSICOLOGÍA, ,Mujer,158,174,40,22,14,13,10,4,8,3,3,0,3,8,11,471
 , ,LICENCIADO EN PSICOLOGÍA,1272,Hombre,0,0,37,75,77,39,34,25,13,11,7,10,18,9,12,367
 , ,LICENCIADO EN PSICOLOGÍA, ,Mujer,0,1,152,170,177,115,81,36,38,36,14,15,27,19,24,905
FAC. TRADUCCIÓN INTERPRETACION,1700,GRADO EN TRADUCCIÓN E INTERPRETACIÓN,585,Hombre,40,57,19,19,8,7,2,6,3,3,3,3,3,1,7,181
 , ,GRADO EN TRADUCCIÓN E INTERPRETACIÓN, ,Mujer,163,148,28,18,8,6,7,3,3,3,1,1,8,3,4,404
 , ,LICENCIADO EN TRADUCCIÓN E INTERPRETACIÓN,1115,Hombre,1,11,98,104,61,38,29,21,14,7,11,4,18,5,12,434
 , ,LICENCIADO EN TRADUCCIÓN E INTERPRETACIÓN, ,Mujer,0,2,130,148,121,74,47,26,36,19,9,6,29,19,15,681
E.T.S. ARQUITECTURA,1754,ARQUITECTO,1420,Hombre,0,0,53,77,80,80,87,77,61,46,41,38,95,33,12,780
 , ,ARQUITECTO, ,Mujer,0,0,43,68,81,86,92,66,60,42,32,21,41,6,2,640
 , ,GRADO EN ARQUITECTURA,334,Hombre,71,57,19,8,3,7,2,3,5,1,0,0,4,2,1,183
 , ,GRADO EN ARQUITECTURA, ,Mujer,60,52,17,9,2,3,2,1,1,0,1,0,1,1,1,151
ETS INFORMÁTICA Y TELECOMUNI.,2375,GRADO EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,245,Hombre,69,58,37,7,3,2,1,2,0,0,0,1,2,0,2,184
 , ,GRADO EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN, ,Mujer,19,15,18,4,1,0,1,0,1,0,0,0,1,0,1,61
 , ,GRADO EN INGENIERÍA INFORMÁTICA,746,Hombre,110,145,90,81,56,37,29,18,14,8,4,4,10,1,3,610
 , ,GRADO EN INGENIERÍA INFORMÁTICA, ,Mujer,17,16,32,28,9,9,9,1,1,2,1,2,7,0,2,136
 , ,INGENIERO DE TELECOMUNICACIÓN,398,Hombre,0,1,27,57,60,68,40,28,14,9,3,1,5,0,1,314
 , ,INGENIERO DE TELECOMUNICACIÓN, ,Mujer,0,0,13,18,18,9,14,4,5,2,0,1,0,0,0,84
 , ,INGENIERO EN INFORMÁTICA,510,Hombre,0,0,11,53,51,80,73,48,31,30,19,13,31,5,2,447
 , ,INGENIERO EN INFORMÁTICA, ,Mujer,0,0,2,3,5,5,10,11,9,7,5,2,2,0,2,63
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN,246,Hombre,0,0,5,10,20,23,26,20,20,21,13,13,19,10,0,200
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN, ,Mujer,0,0,0,2,10,12,4,5,1,2,1,1,4,2,2,46
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE SISTEMAS,230,Hombre,0,0,5,14,33,23,35,19,15,12,9,5,15,9,4,198
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE SISTEMAS, ,Mujer,0,0,0,4,3,10,2,1,3,1,1,1,5,1,0,32
ETS CAMINOS CANALES Y PUERTOS,1652,GRADO EN INGENIERÍA CIVIL,512,Hombre,120,119,58,27,9,11,7,9,2,1,4,1,3,0,2,373
 , ,GRADO EN INGENIERÍA CIVIL, ,Mujer,50,44,22,8,8,5,0,2,0,0,0,0,0,0,0,139
 , ,"INGENIERO/A DE CAMINOS, CANALES Y PUERTOS",1139,Hombre,0,3,74,129,122,124,110,68,62,25,22,21,31,22,11,824
 , ,"INGENIERO/A DE CAMINOS, CANALES Y PUERTOS", ,Mujer,0,1,30,41,51,50,38,36,31,10,8,4,7,7,1,315
 , ,"INGENIERÍA SUPERIOR DE CAMINOS, CANALES Y PUERTOS",1,Hombre,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 , ,"INGENIERÍA SUPERIOR DE CAMINOS, CANALES Y PUERTOS", ,Mujer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E.T.S.I. DE EDIFICACIÓN,2240,ARQUITECTURA TÉCNICA,1405,Hombre,0,0,84,107,82,80,81,89,78,39,47,47,129,42,36,941
 , ,ARQUITECTURA TÉCNICA, ,Mujer,0,0,47,76,77,52,41,40,32,17,13,17,33,14,5,464
 , ,GRADO EN INGENIERIA EN EDIFICACIÓN (CURSO PUENTE),58,Hombre,0,0,0,1,8,0,5,3,1,4,1,0,5,0,1,29
 , ,GRADO EN INGENIERIA EN EDIFICACIÓN (CURSO PUENTE), ,Mujer,0,0,0,0,9,4,1,6,3,0,1,1,4,0,0,29
 , ,GRADO EN INGENIERÍA DE EDIFICACIÓN,777,Hombre,81,109,74,57,53,25,23,19,4,9,5,4,16,5,16,500
 , ,GRADO EN INGENIERÍA DE EDIFICACIÓN, ,Mujer,46,67,32,31,39,19,8,9,8,5,2,1,7,2,1,277
FAC. COMUNICACIÓN Y DOCUMENTA.,609,DIPLOMADO EN BIBLIOTECONOMÍA Y DOCUMENTACIÓN,83,Hombre,0,0,6,4,4,1,1,3,1,2,3,1,10,1,2,39
 , ,DIPLOMADO EN BIBLIOTECONOMÍA Y DOCUMENTACIÓN, ,Mujer,0,0,3,6,4,4,3,5,2,2,0,1,4,5,5,44
 , ,GRADO EN COMUNICACIÓN AUDIOVISUAL,130,Hombre,11,18,6,6,4,2,3,4,2,1,1,0,1,2,2,63
 , ,GRADO EN COMUNICACIÓN AUDIOVISUAL, ,Mujer,34,15,3,5,2,2,0,4,1,0,0,0,0,1,0,67
 , ,GRADO EN INFORMACIÓN Y DOCUMENTACIÓN,148,Hombre,9,12,13,0,3,11,0,3,3,1,0,0,0,1,2,58
 , ,GRADO EN INFORMACIÓN Y DOCUMENTACIÓN, ,Mujer,21,21,10,6,9,6,4,3,3,1,0,0,1,0,5,90
 , ,LICENCIADO EN COMUNICACIÓN AUDIOVISUAL,115,Hombre,0,0,4,8,6,7,10,7,4,4,2,2,7,5,7,73
 , ,LICENCIADO EN COMUNICACIÓN AUDIOVISUAL, ,Mujer,0,0,0,0,2,3,5,6,5,5,2,5,7,2,0,42
 , ,LICENCIADO EN DOCUMENTACIÓN,133,Hombre,0,0,0,1,5,5,7,8,9,0,2,1,4,1,3,46
 , ,LICENCIADO EN DOCUMENTACIÓN, ,Mujer,0,0,0,12,13,6,6,5,9,7,3,4,5,2,15,87
F. DE CIENCIAS DE LA SALUD,934,DIPLOMADO EN ENFERMERÍA,239,Hombre,0,0,19,8,6,8,2,1,2,1,1,1,5,3,3,60
 , ,DIPLOMADO EN ENFERMERÍA, ,Mujer,0,0,49,17,20,15,12,10,6,7,5,3,16,5,14,179
 , ,DIPLOMADO EN FISIOTERAPIA,108,Hombre,0,0,4,13,4,5,5,5,4,0,3,2,3,3,2,53
 , ,DIPLOMADO EN FISIOTERAPIA, ,Mujer,0,0,18,8,4,5,4,3,1,1,3,0,4,1,3,55
 , ,DIPLOMADO EN TERAPIA OCUPACIONAL,87,Hombre,0,0,4,1,1,1,2,0,1,3,2,0,0,1,0,16
 , ,DIPLOMADO EN TERAPIA OCUPACIONAL, ,Mujer,0,0,27,6,8,5,10,2,3,0,3,2,2,2,1,71
 , ,GRADO EN ENFERMERÍA,274,Hombre,29,20,3,1,0,2,7,1,0,0,0,0,2,1,3,69
 , ,GRADO EN ENFERMERÍA, ,Mujer,67,49,16,13,15,4,5,3,1,0,3,3,6,3,17,205
 , ,GRADO EN FISIOTERAPIA,110,Hombre,15,10,8,4,2,0,3,2,0,2,1,0,0,1,2,50
 , ,GRADO EN FISIOTERAPIA, ,Mujer,22,14,3,7,1,1,2,1,1,3,1,0,1,1,2,60
 , ,GRADO EN TERAPIA OCUPACIONAL,116,Hombre,3,5,2,2,4,1,0,0,2,0,2,0,0,1,0,22
 , ,GRADO EN TERAPIA OCUPACIONAL, ,Mujer,23,17,6,12,13,3,2,6,1,2,0,0,3,2,4,94
FAC. CIENCIAS DEL TRABAJO,2082,DIPLOMADO EN RELACIONES LABORALES,1011,Hombre,0,0,25,37,40,54,54,32,19,23,19,6,29,14,14,366
 , ,DIPLOMADO EN RELACIONES LABORALES, ,Mujer,0,0,43,84,96,79,79,47,39,21,22,13,73,33,16,645
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS,712,Hombre,41,66,47,40,21,24,10,11,6,3,3,1,2,2,15,292
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS, ,Mujer,65,136,69,45,27,21,11,13,8,1,0,1,6,3,14,420
 , ,LICENCIADO EN CIENCIAS DEL TRABAJO,359,Hombre,0,0,0,8,13,10,18,14,9,4,5,4,7,4,16,112
 , ,LICENCIADO EN CIENCIAS DEL TRABAJO, ,Mujer,0,0,0,17,44,40,38,19,18,12,5,8,15,9,22,247
FACULTAD DE TRABAJO SOCIAL,681,DIPLOMADO EN TRABAJO SOCIAL,331,Hombre,0,1,12,11,7,12,6,9,1,5,6,4,9,2,5,90
 , ,DIPLOMADO EN TRABAJO SOCIAL, ,Mujer,0,0,51,35,20,21,27,18,10,10,8,10,16,5,10,241
 , ,GRADO EN TRABAJO SOCIAL,350,Hombre,6,12,11,7,12,4,4,0,4,1,1,0,4,1,5,72
 , ,GRADO EN TRABAJO SOCIAL, ,Mujer,44,81,27,29,32,14,11,6,6,9,3,3,2,1,10,278
FAC. EDUCACION HUMANIDAD.CEUTA,820,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""CEUTA""",62,Hombre,0,0,2,4,3,9,4,2,3,1,1,0,3,1,1,34
 , ,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""CEUTA""", ,Mujer,0,0,4,3,6,3,2,2,2,1,1,1,3,0,0,28
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),69,Hombre,5,10,4,4,5,1,4,1,3,0,1,0,0,1,2,41
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA), ,Mujer,7,10,2,3,3,1,0,0,0,0,0,0,2,0,0,28
 , ,GRADO EN EDUCACIÓN SOCIAL (CEUTA),85,Hombre,4,4,2,1,4,2,1,0,0,0,1,0,2,2,1,24
 , ,GRADO EN EDUCACIÓN SOCIAL (CEUTA), ,Mujer,7,7,8,9,4,7,3,3,0,3,0,0,6,1,3,61
 , ,GRADO EN INGENIERÍA INFORMÁTICA (CEUTA),20,Hombre,3,4,2,1,0,0,1,0,0,0,0,1,1,2,1,16
 , ,GRADO EN INGENIERÍA INFORMÁTICA (CEUTA), ,Mujer,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (CEUTA),90,Hombre,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,9
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (CEUTA), ,Mujer,11,17,10,5,7,6,3,4,4,3,2,1,4,3,1,81
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (CEUTA),152,Hombre,17,13,9,8,2,7,6,1,0,0,1,1,4,0,2,71
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (CEUTA), ,Mujer,19,30,9,4,4,5,4,0,1,1,0,1,2,1,0,81
 , ,"INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN ""CEUTA""",20,Hombre,0,0,2,0,2,1,2,1,2,0,1,2,4,0,1,18
 , ,"INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN ""CEUTA""", ,Mujer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""CEUTA""",39,Hombre,0,0,0,0,0,3,2,2,0,0,0,0,2,2,2,13
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""CEUTA""", ,Mujer,0,0,0,0,2,1,4,1,1,1,3,1,7,1,4,26
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""CEUTA""",9,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""CEUTA""", ,Mujer,0,0,2,0,0,1,1,0,0,0,0,0,2,2,0,8
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""CEUTA""",23,Hombre,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""CEUTA""", ,Mujer,0,0,3,1,1,0,1,1,1,3,1,1,3,3,1,20
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""CEUTA""",71,Hombre,0,0,10,8,9,6,7,5,1,0,1,1,6,4,2,60
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""CEUTA""", ,Mujer,0,0,3,0,2,1,1,0,1,0,0,0,3,0,0,11
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""CEUTA""",90,Hombre,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,5
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""CEUTA""", ,Mujer,0,0,19,8,2,4,6,6,7,6,3,2,10,9,3,85
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""CEUTA""",7,Hombre,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,5
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""CEUTA""", ,Mujer,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""CEUTA""",62,Hombre,0,0,5,3,2,2,0,0,1,0,0,0,2,3,1,19
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""CEUTA""", ,Mujer,0,0,8,7,4,3,2,3,0,0,1,3,4,7,1,43
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""CEUTA""",21,Hombre,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,6
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""CEUTA""", ,Mujer,0,0,1,0,0,0,2,1,1,2,1,2,2,1,2,15
FAC. EDUCACION HUMANID.MELILLA,579,GRADO EN EDUCACIÓN SOCIAL (MELILLA),48,Hombre,1,2,2,1,0,0,0,1,0,0,0,0,2,1,0,10
 , ,GRADO EN EDUCACIÓN SOCIAL (MELILLA), ,Mujer,9,6,8,3,6,0,2,2,0,1,0,0,0,0,1,38
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (MELILLA),67,Hombre,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,6
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (MELILLA), ,Mujer,9,18,7,7,2,4,3,1,1,2,1,1,2,3,0,61
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (MELILLA),127,Hombre,17,11,7,7,0,1,0,1,1,1,0,0,1,3,1,51
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (MELILLA), ,Mujer,17,33,6,5,4,2,0,2,1,0,0,1,1,1,3,76
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""MELILLA""",82,Hombre,0,0,0,1,2,4,4,3,0,2,1,1,3,0,1,22
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""MELILLA""", ,Mujer,0,0,0,3,7,12,8,4,2,0,5,2,7,6,4,60
 , ,"MAESTRO (ESPECIALIDAD DE EDUCACIÓN INFANTIL) ""MELILLA""",1,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 , ,"MAESTRO (ESPECIALIDAD DE EDUCACIÓN INFANTIL) ""MELILLA""", ,Mujer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""MELILLA""",9,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""MELILLA""", ,Mujer,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,8
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""MELILLA""",19,Hombre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""MELILLA""", ,Mujer,0,0,1,0,2,3,0,1,3,0,1,2,5,0,0,18
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""MELILLA""",48,Hombre,0,0,5,6,5,5,6,1,1,1,1,1,2,1,2,37
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""MELILLA""", ,Mujer,0,0,3,1,2,1,2,1,0,0,0,0,1,0,0,11
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""MELILLA""",58,Hombre,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""MELILLA""", ,Mujer,0,0,5,7,4,8,6,3,9,2,0,3,4,3,2,56
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""MELILLA""",7,Hombre,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""MELILLA""", ,Mujer,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,5
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""MELILLA""",86,Hombre,0,0,3,5,3,4,1,0,0,0,0,0,1,2,5,24
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""MELILLA""", ,Mujer,0,0,10,12,10,4,4,3,1,2,1,3,7,1,4,62
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""MELILLA""",27,Hombre,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,7
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""MELILLA""", ,Mujer,0,0,3,1,0,2,0,3,5,0,3,1,0,1,1,20
F. CC SOCIALES DE MELILLA,250,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""MELILLA""",97,Hombre,0,0,3,1,9,4,6,4,2,1,1,3,3,2,1,40
 , ,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""MELILLA""", ,Mujer,0,0,8,10,9,5,6,1,2,3,1,0,10,2,0,57
 , ,"DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA ""MELILLA""",17,Hombre,0,0,0,0,1,1,0,1,0,1,1,0,1,1,3,10
 , ,"DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA ""MELILLA""", ,Mujer,0,0,0,2,0,0,0,0,1,0,2,0,0,1,1,7
 , ,"DIPLOMADO EN RELACIONES LABORALES ""MELILLA""",23,Hombre,0,0,1,1,0,0,0,0,1,0,0,0,0,2,3,8
 , ,"DIPLOMADO EN RELACIONES LABORALES ""MELILLA""", ,Mujer,0,0,1,3,1,0,1,1,3,0,0,0,0,1,4,15
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),82,Hombre,11,13,8,7,3,0,2,0,0,0,0,0,0,1,1,46
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA), ,Mujer,8,14,5,0,3,1,1,1,1,0,2,0,0,0,0,36
 , ,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),14,Hombre,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,6
 , ,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA), ,Mujer,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (MELILLA),17,Hombre,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,6
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (MELILLA), ,Mujer,1,6,0,1,1,0,1,0,0,0,0,0,1,0,0,11
F. DE ENFERMERÍA DE MELILLA,221,"DIPLOMADO EN ENFERMERÍA ""MELILLA""",97,Hombre,0,0,3,4,2,2,0,2,1,2,0,0,0,2,1,19
 , ,"DIPLOMADO EN ENFERMERÍA ""MELILLA""", ,Mujer,0,0,23,16,6,8,3,3,3,0,4,1,4,3,4,78
 , ,GRADO EN ENFERMERÍA (MELILLA),124,Hombre,9,3,7,1,0,4,0,4,1,0,0,0,0,1,0,30
 , ,GRADO EN ENFERMERÍA (MELILLA), ,Mujer,18,11,6,13,7,10,5,1,5,3,2,1,4,4,4,94
F. DE CC. DE LA SALUD CEUTA,525,"DIPLOMADO EN ENFERMERÍA ""CEUTA""",266,Hombre,0,0,13,21,8,6,6,2,2,4,3,1,5,4,3,78
 , ,"DIPLOMADO EN ENFERMERÍA ""CEUTA""", ,Mujer,0,0,24,25,24,24,13,12,17,6,9,4,11,7,12,188
 , ,GRADO EN ENFERMERÍA (CEUTA),259,Hombre,15,8,6,15,4,7,1,2,2,2,4,1,4,0,3,74
 , ,GRADO EN ENFERMERÍA (CEUTA), ,Mujer,32,34,23,21,29,10,9,6,6,3,2,2,3,3,2,185
CENTRO PROF. INMACULADAC CONC.,1313,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (LA INMACULADA),280,Hombre,3,9,3,4,4,0,0,1,0,0,0,0,2,1,0,27
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (LA INMACULADA), ,Mujer,44,73,47,33,14,13,7,2,4,1,3,4,4,1,3,253
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (LA INMACULADA),458,Hombre,39,56,53,25,14,7,7,3,5,2,0,0,8,3,1,223
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (LA INMACULADA), ,Mujer,40,76,45,26,13,13,3,4,2,1,1,1,3,5,2,235
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE (LA INMACULADA),33,Hombre,0,0,1,2,2,3,0,0,1,0,0,0,0,0,0,9
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE (LA INMACULADA), ,Mujer,0,0,11,7,2,1,1,0,0,0,0,0,1,0,1,24
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL (LA INMACULADA),57,Hombre,0,0,8,2,1,0,1,1,0,1,1,1,0,0,0,16
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL (LA INMACULADA), ,Mujer,0,0,11,12,4,5,3,1,1,2,1,0,1,0,0,41
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA (LA INMACULADA),156,Hombre,0,0,25,26,13,17,8,14,6,2,4,4,4,2,0,125
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA (LA INMACULADA), ,Mujer,0,0,14,3,6,2,1,2,0,0,0,1,2,0,0,31
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL (LA INMACULADA),133,Hombre,0,0,5,1,2,0,0,2,1,0,0,1,1,2,1,16
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL (LA INMACULADA), ,Mujer,0,0,22,20,15,11,10,11,4,2,2,0,11,6,3,117
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL (LA INMACULADA),49,Hombre,0,0,7,6,1,0,1,1,0,3,2,2,0,1,0,24
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL (LA INMACULADA), ,Mujer,0,0,7,4,4,1,1,0,1,0,1,0,5,1,0,25
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA (LA INMACULADA),103,Hombre,0,0,0,13,5,5,4,1,1,1,1,1,1,1,1,35
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA (LA INMACULADA), ,Mujer,0,0,14,18,11,5,5,5,1,3,1,2,3,0,0,68
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA (LA INMACULADA),44,Hombre,0,0,0,0,1,5,1,2,1,0,1,1,1,0,0,13
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA (LA INMACULADA), ,Mujer,0,0,3,6,4,2,0,1,4,1,3,1,2,2,2,31
CENTRO DE ENFERMERÍA DEL S.A.S,182,DIPLOMADO EN ENFERMERÍA (VIRGEN DE LAS NIEVES),69,Hombre,0,0,7,2,2,1,2,0,1,1,0,1,5,2,1,25
 , ,DIPLOMADO EN ENFERMERÍA (VIRGEN DE LAS NIEVES), ,Mujer,0,0,24,1,3,5,2,2,1,0,1,0,2,0,3,44
 , ,GRADO EN ENFERMERÍA (VIRGEN DE LA NIEVES),113,Hombre,5,5,3,3,1,1,2,0,0,1,2,0,1,0,2,26
 , ,GRADO EN ENFERMERÍA (VIRGEN DE LA NIEVES), ,Mujer,17,15,9,14,8,3,2,1,5,1,2,1,3,0,6,87
FACS. EMPRESARIALES Y DERECHO,860,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO,271,Hombre,44,52,5,0,0,0,0,0,0,0,0,0,1,1,1,104
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO, ,Mujer,81,73,7,3,0,0,0,0,0,0,1,0,0,0,2,167
 , ,LDO. EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO,589,Hombre,0,0,34,39,43,34,22,14,6,8,2,1,0,0,0,203
 , ,LDO. EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO, ,Mujer,0,0,75,84,60,79,39,19,18,8,3,0,0,1,0,386
FACS. CC. POLÍTICAS Y DERECHO,508,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN Y DERECHO,222,Hombre,43,29,11,6,7,2,3,1,0,1,0,0,0,0,2,105
 , ,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN Y DERECHO, ,Mujer,50,42,8,8,3,2,2,0,2,0,0,0,0,0,0,117
