CENTRO,TOTAL CENTRO,TITULACIÓN,TOTAL TITULAC,SEXO,<=18,19,20,21,22,23,24,25,26,27,28,29,30-34,35-39,>=40,TOTAL SEXO
 , ,LICENCIADO EN PSICOLOGÍA, ,Mujer,1,155,181,174,189,133,71,56,50,26,16,12,27,25,23,1139
FAC. TRADUCCIÓN INTERPRETACION,1689,GRADO EN TRADUCCIÓN E INTERPRETACIÓN,284,Hombre,48,7,4,4,5,1,4,2,4,2,2,0,2,0,3,88
 , ,GRADO EN TRADUCCIÓN E INTERPRETACIÓN, ,Mujer,137,17,11,4,6,6,3,2,3,1,0,0,2,2,2,196
 , ,LICENCIADO EN TRADUCCIÓN E INTERPRETACIÓN,1405,Hombre,0,35,96,105,68,44,29,25,20,13,8,8,18,7,6,482
 , ,LICENCIADO EN TRADUCCIÓN E INTERPRETACIÓN, ,Mujer,1,137,163,170,132,86,49,50,26,14,12,11,39,21,12,923
E.T.S. ARQUITECTURA,1780,ARQUITECTO,1611,Hombre,0,60,69,94,95,100,86,80,58,50,42,42,86,32,11,905
 , ,ARQUITECTO, ,Mujer,0,56,65,73,73,93,77,79,59,45,26,19,35,6,0,706
 , ,GRADO EN ARQUITECTURA,169,Hombre,62,13,6,2,4,3,3,2,0,0,1,0,2,2,2,102
 , ,GRADO EN ARQUITECTURA, ,Mujer,57,5,1,0,0,1,1,0,0,0,0,0,1,1,0,67
ETS INFORMÁTICA Y TELECOMUNI.,2394,GRADO EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,147,Hombre,62,36,7,2,1,2,1,0,0,1,1,0,2,0,0,115
 , ,GRADO EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN, ,Mujer,15,12,1,1,0,1,0,0,0,0,0,0,1,0,1,32
 , ,GRADO EN INGENIERÍA INFORMÁTICA,476,Hombre,154,79,54,40,32,24,11,9,6,3,6,0,6,2,3,429
 , ,GRADO EN INGENIERÍA INFORMÁTICA, ,Mujer,19,15,3,0,0,3,1,1,0,1,2,0,1,0,1,47
 , ,INGENIERO DE TELECOMUNICACIÓN,468,Hombre,3,31,59,63,75,47,36,27,9,6,0,5,1,2,2,366
 , ,INGENIERO DE TELECOMUNICACIÓN, ,Mujer,0,15,18,18,11,20,9,6,3,1,1,0,0,0,0,102
 , ,INGENIERO EN INFORMÁTICA,634,Hombre,0,19,48,49,88,81,71,55,43,24,17,10,29,5,1,540
 , ,INGENIERO EN INFORMÁTICA, ,Mujer,0,5,7,6,5,14,17,14,8,8,3,0,4,1,2,94
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN,340,Hombre,0,5,14,25,37,39,29,24,29,15,17,8,27,7,0,276
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN, ,Mujer,0,0,4,10,14,10,7,4,2,3,2,1,4,1,2,64
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE SISTEMAS,329,Hombre,0,6,31,44,33,49,27,24,20,14,4,4,24,8,3,291
 , ,INGENIERO TÉCNICO EN INFORMÁTICA DE SISTEMAS, ,Mujer,0,1,4,4,10,3,1,4,3,1,1,2,3,1,0,38
ETS CAMINOS CANALES Y PUERTOS,1662,GRADO EN INGENIERÍA CIVIL,200,Hombre,106,18,5,1,6,3,2,0,3,1,0,0,2,0,1,148
 , ,GRADO EN INGENIERÍA CIVIL, ,Mujer,44,5,0,1,0,0,2,0,0,0,0,0,0,0,0,52
 , ,"INGENIERO/A DE CAMINOS, CANALES Y PUERTOS",1462,Hombre,4,115,144,136,126,147,106,82,50,33,32,14,27,31,5,1052
 , ,"INGENIERO/A DE CAMINOS, CANALES Y PUERTOS", ,Mujer,2,47,50,57,55,48,52,42,20,11,4,2,9,7,4,410
E.T.S.I. DE EDIFICACIÓN,2321,ARQUITECTURA TÉCNICA,1919,Hombre,0,92,117,126,131,124,117,102,67,63,62,59,137,41,41,1279
 , ,ARQUITECTURA TÉCNICA, ,Mujer,0,49,80,103,88,63,68,50,23,20,22,9,48,12,5,640
 , ,GRADO EN INGENIERÍA DE EDIFICACIÓN,402,Hombre,89,52,34,29,12,14,8,3,2,4,2,0,11,3,7,270
 , ,GRADO EN INGENIERÍA DE EDIFICACIÓN, ,Mujer,55,15,19,19,10,2,4,2,3,1,0,1,0,1,0,132
FAC. COMUNICACIÓN Y DOCUMENTA.,554,DIPLOMADO EN BIBLIOTECONOMÍA Y DOCUMENTACIÓN,124,Hombre,0,6,6,8,5,3,3,2,3,2,4,2,8,2,2,56
 , ,DIPLOMADO EN BIBLIOTECONOMÍA Y DOCUMENTACIÓN, ,Mujer,0,3,10,8,8,4,9,3,2,1,2,1,8,3,6,68
 , ,GRADO EN COMUNICACIÓN AUDIOVISUAL,66,Hombre,15,4,4,3,2,3,3,2,0,1,0,1,0,2,2,42
 , ,GRADO EN COMUNICACIÓN AUDIOVISUAL, ,Mujer,12,1,3,1,2,1,3,1,0,0,0,0,0,0,0,24
 , ,GRADO EN INFORMACIÓN Y DOCUMENTACIÓN,69,Hombre,9,9,1,0,4,0,1,0,1,0,0,0,1,0,2,28
 , ,GRADO EN INFORMACIÓN Y DOCUMENTACIÓN, ,Mujer,14,6,5,3,2,3,1,1,1,0,0,1,0,0,4,41
 , ,LICENCIADO EN COMUNICACIÓN AUDIOVISUAL,176,Hombre,0,0,1,6,11,14,9,9,8,4,5,3,14,6,11,101
 , ,LICENCIADO EN COMUNICACIÓN AUDIOVISUAL, ,Mujer,0,0,0,2,8,11,11,11,10,3,6,4,6,3,0,75
 , ,LICENCIADO EN DOCUMENTACIÓN,119,Hombre,0,0,0,3,6,5,5,5,0,3,3,0,6,3,6,45
 , ,LICENCIADO EN DOCUMENTACIÓN, ,Mujer,0,0,0,5,7,12,6,6,8,2,5,0,8,4,11,74
F. DE CIENCIAS DE LA SALUD,929,DIPLOMADO EN ENFERMERÍA,370,Hombre,0,15,15,10,9,5,5,3,4,2,3,3,3,3,3,83
 , ,DIPLOMADO EN ENFERMERÍA, ,Mujer,0,49,67,30,25,21,14,10,12,10,4,6,17,10,12,287
 , ,DIPLOMADO EN FISIOTERAPIA,159,Hombre,0,3,18,5,6,5,4,6,1,5,2,2,6,2,1,66
 , ,DIPLOMADO EN FISIOTERAPIA, ,Mujer,0,19,21,10,6,9,6,3,2,3,0,1,5,4,4,93
 , ,DIPLOMADO EN TERAPIA OCUPACIONAL,151,Hombre,0,4,2,3,1,6,1,1,4,2,0,0,1,1,1,27
 , ,DIPLOMADO EN TERAPIA OCUPACIONAL, ,Mujer,0,27,29,17,8,12,4,5,4,6,4,3,1,2,2,124
 , ,GRADO EN ENFERMERÍA,136,Hombre,18,2,1,0,1,3,0,1,0,0,0,1,2,1,1,31
 , ,GRADO EN ENFERMERÍA, ,Mujer,52,8,7,7,5,5,2,0,0,2,2,1,2,2,10,105
 , ,GRADO EN FISIOTERAPIA,53,Hombre,8,5,3,1,0,2,0,1,2,1,0,0,1,0,1,25
 , ,GRADO EN FISIOTERAPIA, ,Mujer,10,2,6,1,2,1,0,1,1,1,1,0,0,0,2,28
 , ,GRADO EN TERAPIA OCUPACIONAL,60,Hombre,2,1,2,2,1,0,0,1,1,0,0,0,0,1,0,11
 , ,GRADO EN TERAPIA OCUPACIONAL, ,Mujer,13,0,9,9,3,2,3,1,1,0,0,1,4,1,2,49
FAC. CIENCIAS DEL TRABAJO,2118,DIPLOMADO EN RELACIONES LABORALES,1333,Hombre,0,27,48,54,65,70,47,27,31,28,11,11,32,19,19,489
 , ,DIPLOMADO EN RELACIONES LABORALES, ,Mujer,0,44,107,123,124,105,76,51,32,34,16,19,72,24,17,844
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS,423,Hombre,40,38,28,19,11,7,4,4,1,2,0,0,1,2,9,166
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS, ,Mujer,104,60,24,18,14,11,10,5,1,0,1,0,2,1,6,257
 , ,LICENCIADO EN CIENCIAS DEL TRABAJO,362,Hombre,0,0,0,9,6,15,18,12,12,5,4,4,11,4,13,113
 , ,LICENCIADO EN CIENCIAS DEL TRABAJO, ,Mujer,0,0,1,19,37,47,36,20,20,8,9,10,13,9,20,249
FACULTAD DE TRABAJO SOCIAL,693,DIPLOMADO EN TRABAJO SOCIAL,513,Hombre,0,8,15,17,18,14,17,6,7,6,5,2,5,2,8,130
 , ,DIPLOMADO EN TRABAJO SOCIAL, ,Mujer,0,52,75,39,36,42,29,14,21,12,9,8,21,7,18,383
 , ,GRADO EN TRABAJO SOCIAL,180,Hombre,4,7,5,8,1,2,0,3,1,1,0,1,1,1,3,38
 , ,GRADO EN TRABAJO SOCIAL, ,Mujer,60,11,15,19,10,6,5,4,5,2,1,0,0,0,4,142
FAC. EDUCACION HUMANIDAD.CEUTA,812,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""CEUTA""",106,Hombre,0,2,8,3,10,11,2,5,1,3,1,2,3,1,6,58
 , ,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""CEUTA""", ,Mujer,0,4,4,12,7,3,3,2,3,2,1,2,4,0,1,48
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA),37,Hombre,6,6,1,2,0,3,0,0,0,0,0,0,1,0,1,20
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (CEUTA), ,Mujer,7,3,1,1,0,0,1,1,1,0,1,0,1,0,0,17
 , ,GRADO EN INGENIERÍA INFORMÁTICA (CEUTA),19,Hombre,6,2,1,1,0,0,0,0,0,1,3,0,0,2,1,17
 , ,GRADO EN INGENIERÍA INFORMÁTICA (CEUTA), ,Mujer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (CEUTA),54,Hombre,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,7
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (CEUTA), ,Mujer,10,8,3,6,5,1,1,3,1,2,1,0,3,2,1,47
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (CEUTA),103,Hombre,14,6,5,3,6,4,1,0,1,0,1,0,4,0,2,47
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (CEUTA), ,Mujer,33,5,3,4,2,4,1,0,0,0,0,0,4,0,0,56
 , ,"INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN ""CEUTA""",23,Hombre,0,2,0,2,1,2,1,3,1,1,2,0,4,0,0,19
 , ,"INGENIERO TÉCNICO EN INFORMÁTICA DE GESTIÓN ""CEUTA""", ,Mujer,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,4
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""CEUTA""",68,Hombre,0,0,0,0,3,2,2,0,0,1,1,0,4,6,3,22
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""CEUTA""", ,Mujer,0,0,0,2,2,6,2,3,5,3,2,2,10,3,6,46
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""CEUTA""",19,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""CEUTA""", ,Mujer,0,2,0,3,2,1,1,1,1,0,1,0,3,1,2,18
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""CEUTA""",38,Hombre,0,1,1,0,0,0,2,0,0,0,0,0,2,2,0,8
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""CEUTA""", ,Mujer,0,3,2,2,0,1,2,4,3,2,3,0,4,2,2,30
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""CEUTA""",95,Hombre,0,10,11,13,9,8,6,2,1,1,0,1,9,4,2,77
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""CEUTA""", ,Mujer,0,3,2,3,2,2,1,1,0,0,1,0,3,0,0,18
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""CEUTA""",121,Hombre,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,7
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""CEUTA""", ,Mujer,0,19,15,10,12,8,7,7,7,4,2,2,12,7,2,114
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""CEUTA""",10,Hombre,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,6
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""CEUTA""", ,Mujer,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""CEUTA""",91,Hombre,0,5,3,2,3,1,0,2,0,1,0,1,3,3,1,25
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""CEUTA""", ,Mujer,0,8,9,8,8,4,4,0,2,2,3,0,9,7,2,66
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""CEUTA""",28,Hombre,0,0,1,0,0,0,0,3,1,0,0,0,2,1,0,8
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""CEUTA""", ,Mujer,0,1,0,0,1,3,1,1,2,1,2,0,4,2,2,20
FAC. EDUCACION HUMANID.MELILLA,526,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (MELILLA),44,Hombre,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,6
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (MELILLA), ,Mujer,14,4,4,5,1,2,2,0,1,1,2,0,1,1,0,38
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (MELILLA),78,Hombre,11,6,7,3,1,2,1,0,1,0,0,0,2,0,1,35
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (MELILLA), ,Mujer,25,6,4,0,2,0,2,1,0,0,1,0,1,1,0,43
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""MELILLA""",67,Hombre,0,0,0,1,2,4,3,0,0,0,1,2,0,1,2,16
 , ,"LICENCIADO EN PSICOPEDAGOGÍA ""MELILLA""", ,Mujer,0,0,0,4,10,6,4,6,0,4,0,0,9,3,5,51
 , ,"MAESTRO (ESPECIALIDAD DE EDUCACIÓN INFANTIL) ""MELILLA""",2,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 , ,"MAESTRO (ESPECIALIDAD DE EDUCACIÓN INFANTIL) ""MELILLA""", ,Mujer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""MELILLA""",13,Hombre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 , ,"MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE ""MELILLA""", ,Mujer,0,1,0,2,1,1,3,4,1,0,0,0,0,0,0,13
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""MELILLA""",24,Hombre,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL ""MELILLA""", ,Mujer,0,1,1,1,3,1,3,3,0,1,3,1,3,0,0,21
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""MELILLA""",60,Hombre,0,6,9,7,6,7,2,1,3,0,1,1,1,3,1,48
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA ""MELILLA""", ,Mujer,0,3,1,2,1,3,1,0,0,0,1,0,0,0,0,12
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""MELILLA""",84,Hombre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL ""MELILLA""", ,Mujer,0,5,11,11,14,10,10,8,2,1,1,2,3,3,1,82
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""MELILLA""",12,Hombre,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL ""MELILLA""", ,Mujer,0,0,2,3,1,2,1,1,0,0,0,0,0,0,0,10
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""MELILLA""",106,Hombre,0,3,8,3,4,3,3,0,0,0,0,0,1,3,3,31
 , ,"MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA ""MELILLA""", ,Mujer,0,10,17,17,5,5,3,1,2,2,2,0,5,3,3,75
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""MELILLA""",36,Hombre,0,0,1,0,0,2,1,1,0,1,2,1,2,0,0,11
 , ,"MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA ""MELILLA""", ,Mujer,0,3,2,0,4,1,3,4,1,3,1,0,1,1,1,25
F. CC SOCIALES DE MELILLA,258,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""MELILLA""",117,Hombre,0,3,5,9,5,6,5,2,3,1,4,1,3,1,1,49
 , ,"DIPLOMADO EN CIENCIAS EMPRESARIALES ""MELILLA""", ,Mujer,0,9,11,12,8,7,3,2,2,2,2,2,7,1,0,68
 , ,"DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA ""MELILLA""",24,Hombre,0,0,0,1,1,0,0,0,1,1,0,0,2,0,7,13
 , ,"DIPLOMADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA ""MELILLA""", ,Mujer,0,0,2,0,0,1,0,2,0,2,0,0,1,2,1,11
 , ,"DIPLOMADO EN RELACIONES LABORALES ""MELILLA""",35,Hombre,0,1,1,0,1,0,1,0,0,0,0,0,2,3,4,13
 , ,"DIPLOMADO EN RELACIONES LABORALES ""MELILLA""", ,Mujer,0,1,3,1,1,2,1,4,1,0,0,0,3,3,2,22
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA),54,Hombre,11,7,5,1,1,0,0,0,0,0,0,0,2,0,0,27
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (MELILLA), ,Mujer,12,4,2,3,1,1,1,0,1,0,1,0,1,0,0,27
 , ,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA),16,Hombre,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,8
 , ,GRADO EN GESTIÓN Y ADMINISTRACIÓN PÚBLICA (MELILLA), ,Mujer,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,8
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (MELILLA),12,Hombre,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5
 , ,GRADO EN RELACIONES LABORALES Y RECURSOS HUMANOS (MELILLA), ,Mujer,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,7
F. DE ENFERMERÍA DE MELILLA,210,"DIPLOMADO EN ENFERMERÍA ""MELILLA""",150,Hombre,0,3,5,4,6,1,2,1,3,0,0,0,2,1,1,29
 , ,"DIPLOMADO EN ENFERMERÍA ""MELILLA""", ,Mujer,0,23,28,11,12,7,5,5,4,7,2,2,4,5,6,121
 , ,GRADO EN ENFERMERÍA (MELILLA),60,Hombre,1,1,0,0,3,1,1,0,0,0,0,0,1,1,0,9
 , ,GRADO EN ENFERMERÍA (MELILLA), ,Mujer,7,2,10,7,10,4,0,3,1,1,1,1,2,1,1,51
F. DE CC. DE LA SALUD CEUTA,513,"DIPLOMADO EN ENFERMERÍA ""CEUTA""",373,Hombre,0,13,28,13,8,7,6,5,6,3,2,3,6,4,2,106
 , ,"DIPLOMADO EN ENFERMERÍA ""CEUTA""", ,Mujer,0,25,50,35,33,22,20,22,11,10,4,2,12,10,11,267
 , ,GRADO EN ENFERMERÍA (CEUTA),140,Hombre,8,3,7,4,5,1,1,2,3,3,1,1,1,0,2,42
 , ,GRADO EN ENFERMERÍA (CEUTA), ,Mujer,23,6,13,19,6,7,6,7,3,1,2,1,1,2,1,98
CENTRO PROF. INMACULADAC CONC.,1445,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (LA INMACULADA),157,Hombre,2,2,1,2,0,1,1,0,0,0,0,0,1,0,0,10
 , ,GRADO EN MAESTRO DE EDUCACIÓN INFANTIL (LA INMACULADA), ,Mujer,58,40,23,4,6,6,0,3,1,2,0,1,1,1,1,147
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (LA INMACULADA),317,Hombre,47,44,24,11,7,5,2,2,3,1,1,2,4,1,1,155
 , ,GRADO EN MAESTRO EN EDUCACIÓN PRIMARIA (LA INMACULADA), ,Mujer,68,39,17,12,9,3,3,2,0,2,1,1,3,1,1,162
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE (LA INMACULADA),49,Hombre,0,1,2,1,4,0,0,1,0,0,0,0,0,1,0,10
 , ,MAESTRO ESPECIALIDAD DE AUDICIÓN Y LENGUAJE (LA INMACULADA), ,Mujer,0,11,9,7,2,3,1,0,0,1,0,1,2,1,1,39
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL (LA INMACULADA),98,Hombre,0,8,4,3,4,2,2,1,1,1,0,0,1,0,0,27
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN ESPECIAL (LA INMACULADA), ,Mujer,0,11,17,9,11,5,3,3,3,1,1,0,3,2,2,71
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA (LA INMACULADA),251,Hombre,0,26,41,31,33,17,19,8,4,6,6,2,0,3,0,196
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN FÍSICA (LA INMACULADA), ,Mujer,0,14,11,13,4,2,4,2,1,0,0,1,2,0,1,55
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL (LA INMACULADA),259,Hombre,0,5,2,3,1,0,2,1,0,2,1,0,2,2,2,23
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN INFANTIL (LA INMACULADA), ,Mujer,0,22,56,37,18,19,21,9,3,6,3,8,20,9,5,236
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL (LA INMACULADA),68,Hombre,0,7,7,2,0,2,4,1,2,2,2,0,0,2,0,31
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN MUSICAL (LA INMACULADA), ,Mujer,0,7,5,5,4,1,1,2,3,1,2,1,4,1,0,37
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA (LA INMACULADA),158,Hombre,0,0,16,8,8,5,3,2,2,1,1,0,5,0,1,52
 , ,MAESTRO ESPECIALIDAD DE EDUCACIÓN PRIMARIA (LA INMACULADA), ,Mujer,0,14,26,25,11,8,9,1,3,1,2,2,3,0,1,106
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA (LA INMACULADA),88,Hombre,0,0,0,3,6,2,2,1,2,3,2,2,4,1,1,29
 , ,MAESTRO ESPECIALIDAD DE LENGUA EXTRANJERA (LA INMACULADA), ,Mujer,0,3,8,11,6,3,5,5,3,3,2,2,4,2,2,59
CENTRO DE ENFERMERÍA DEL S.A.S,186,DIPLOMADO EN ENFERMERÍA (VIRGEN DE LAS NIEVES),127,Hombre,0,7,6,3,3,4,1,1,1,0,1,1,6,2,3,39
 , ,DIPLOMADO EN ENFERMERÍA (VIRGEN DE LAS NIEVES), ,Mujer,0,24,26,5,10,3,4,3,1,2,0,1,3,2,4,88
 , ,GRADO EN ENFERMERÍA (VIRGEN DE LA NIEVES),59,Hombre,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2,9
 , ,GRADO EN ENFERMERÍA (VIRGEN DE LA NIEVES), ,Mujer,11,3,11,6,1,2,1,4,1,1,1,0,3,2,3,50
FACS. EMPRESARIALES Y DERECHO,849,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO,143,Hombre,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54
 , ,GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO, ,Mujer,82,4,2,0,0,0,0,0,0,0,0,0,0,0,1,89
 , ,LDO. EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO,706,Hombre,0,38,36,45,41,37,27,9,13,9,1,0,0,0,0,256
 , ,LDO. EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y DERECHO, ,Mujer,0,78,89,60,80,60,39,25,14,4,0,0,0,1,0,450
FACS. CC. POLÍTICAS Y DERECHO,450,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN Y DERECHO,103,Hombre,28,8,5,3,0,0,1,0,1,0,0,0,0,0,1,47
 , ,GRADO EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN Y DERECHO, ,Mujer,43,3,3,3,1,1,0,0,0,0,0,0,0,1,1,56
 , ,LICENCIADO EN CIENCIAS POLÍTICAS Y DE LA ADMON. Y DERECHO,347,Hombre,0,22,31,19,16,19,13,12,6,3,1,0,0,0,1,143
 , ,LICENCIADO EN CIENCIAS POLÍTICAS Y DE LA ADMON. Y DERECHO, ,Mujer,0,31,33,25,29,32,28,16,2,3,0,0,4,1,0,204
